#this_apt_name;that_apt_name;passengers;
GLASGOW;SUMBURGH;11500
GUERNSEY;ISLES OF SCILLY (ST.MARYS);79
GUERNSEY;JERSEY;159639
GUERNSEY;LEEDS BRADFORD;0
GUERNSEY;MANCHESTER;49341
GUERNSEY;NEWCASTLE;0
GUERNSEY;NEWQUAY;185
GUERNSEY;NORWICH;0
GUERNSEY;PLYMOUTH;0
GUERNSEY;SOUTHAMPTON;113778
INVERNESS;KIRKWALL;9158
INVERNESS;LEEDS BRADFORD;0
INVERNESS;SUMBURGH;5794
ISLE OF MAN;JERSEY;2423
ISLE OF MAN;LEEDS BRADFORD;11065
ISLE OF MAN;LIVERPOOL;183393
ISLE OF MAN;MANCHESTER;89911
ISLE OF MAN;NEWCASTLE;7727
ISLE OF MAN;SOUTHAMPTON;2625
ISLES OF SCILLY (ST.MARYS);ISLES OF SCILLY (TRESCO);2073
ISLES OF SCILLY (ST.MARYS);LANDS END (ST JUST);25048
ISLES OF SCILLY (ST.MARYS);NEWQUAY;18839
ISLES OF SCILLY (ST.MARYS);PENZANCE HELIPORT;91627
ISLES OF SCILLY (TRESCO);PENZANCE HELIPORT;42321
JERSEY;LEEDS BRADFORD;32396
JERSEY;LIVERPOOL;7508
JERSEY;MANCHESTER;74471
JERSEY;NEWCASTLE;9051
JERSEY;NEWQUAY;6
JERSEY;NORWICH;7212
JERSEY;PLYMOUTH;138
JERSEY;SOUTHAMPTON;111529
JERSEY;TEESSIDE;6362
KIRKWALL;SUMBURGH;7528
LEEDS BRADFORD;NEWCASTLE;0
LEEDS BRADFORD;SOUTHAMPTON;21601
LONDONDERRY;MANCHESTER;83
MANCHESTER;NEWCASTLE;0
MANCHESTER;SOUTHAMPTON;54785
NEWCASTLE;PLYMOUTH;837
NEWCASTLE;SOUTHAMPTON;28537
NEWQUAY;PLYMOUTH;395
