256, 0
129, 0
259, 0
388, 0
389, 0
390, 0
391, 0
271, 0
272, 0
19, 0
20, 0
21, 0
22, 0
23, 0
150, 0
151, 0
155, 0
156, 0
157, 0
287, 0
288, 0
415, 0
290, 0
416, 0
417, 0
166, 0
167, 0
168, 0
172, 0
173, 0
174, 0
175, 0
176, 0
180, 0
309, 0
181, 0
182, 0
56, 0
57, 0
318, 0
319, 0
63, 0
66, 0
72, 0
337, 0
338, 0
83, 0
339, 0
82, 0
210, 0
87, 0
88, 0
216, 0
217, 0
247, 0
96, 0
97, 0
233, 0
362, 0
363, 0
108, 0
234, 0
235, 0
236, 0
112, 0
237, 0
238, 0
239, 0
240, 0
241, 0
374, 0
246, 0
383, 0
1, 1
5, 1
7, 1
396, 1
143, 1
16, 1
144, 1
17, 1
18, 1
147, 1
148, 1
273, 1
274, 1
275, 1
281, 1
146, 1
277, 1
152, 1
24, 1
285, 1
286, 1
419, 1
44, 1
49, 1
50, 1
177, 1
310, 1
327, 1
73, 1
203, 1
204, 1
76, 1
85, 1
86, 1
89, 1
218, 1
377, 1
243, 1
116, 1
117, 1
118, 1
119, 1
376, 1
121, 1
268, 2
289, 2
291, 2
164, 2
165, 2
292, 2
293, 2
163, 2
423, 2
296, 2
169, 2
171, 2
46, 2
47, 2
48, 2
315, 2
316, 2
190, 2
191, 2
67, 2
68, 2
197, 2
326, 2
198, 2
200, 2
201, 2
199, 2
347, 2
349, 2
350, 2
107, 2
111, 2
113, 2
120, 2
127, 2
131, 3
132, 3
133, 3
134, 3
135, 3
136, 3
265, 3
137, 3
138, 3
139, 3
140, 3
141, 3
142, 3
160, 3
161, 3
162, 3
294, 3
295, 3
178, 3
186, 3
193, 3
69, 3
333, 3
207, 3
212, 3
351, 3
224, 3
225, 3
353, 3
228, 3
232, 3
366, 3
368, 3
382, 3
130, 4
395, 4
407, 4
282, 4
298, 4
64, 4
65, 4
196, 4
70, 4
336, 4
84, 4
341, 4
215, 4
344, 4
345, 4
93, 4
98, 4
227, 4
99, 4
100, 4
101, 4
102, 4
103, 4
104, 4
105, 4
106, 4
356, 4
245, 4
387, 5
12, 5
403, 5
414, 5
31, 5
32, 5
33, 5
300, 5
301, 5
302, 5
45, 5
311, 5
312, 5
221, 5
222, 5
352, 5
354, 5
355, 5
231, 5
372, 5
373, 5
254, 5
255, 5
412, 6
170, 6
179, 6
185, 6
314, 6
62, 6
320, 6
321, 6
322, 6
323, 6
324, 6
325, 6
71, 6
328, 6
329, 6
361, 6
248, 6
249, 6
250, 6
251, 6
252, 6
253, 6
6, 7
297, 7
10, 7
11, 7
299, 7
13, 7
14, 7
332, 7
211, 7
276, 7
404, 7
149, 7
279, 7
280, 7
313, 7
283, 7
92, 7
183, 7
2, 8
358, 8
359, 8
424, 8
41, 8
360, 8
209, 8
145, 8
242, 8
340, 8
244, 8
278, 8
153, 8
410, 8
411, 8
413, 8
194, 9
226, 9
195, 9
90, 9
263, 9
264, 9
202, 9
61, 9
184, 9
346, 9
91, 9
284, 9
189, 9
394, 10
364, 10
397, 10
334, 10
367, 10
335, 10
398, 10
399, 10
400, 10
308, 10
348, 10
223, 10
384, 11
385, 11
34, 11
35, 11
36, 11
37, 11
386, 11
38, 11
267, 11
380, 11
381, 11
128, 12
122, 12
110, 12
124, 12
375, 12
154, 12
123, 12
60, 12
125, 12
126, 12
365, 13
77, 13
78, 13
80, 13
81, 13
369, 13
79, 13
59, 13
26, 14
25, 14
58, 14
27, 14
28, 14
29, 14
30, 14
392, 15
393, 15
401, 15
114, 15
115, 15
402, 15
303, 16
304, 16
305, 16
306, 16
317, 16
370, 17
371, 17
229, 17
230, 17
51, 18
52, 18
53, 18
307, 19
269, 19
270, 19
3, 20
4, 20
8, 21
9, 21
40, 22
39, 22
42, 23
43, 23
54, 24
55, 24
74, 25
75, 25
94, 26
95, 26
158, 27
159, 27
187, 28
188, 28
208, 29
206, 29
213, 30
214, 30
219, 31
220, 31
257, 32
258, 32
261, 33
262, 33
330, 34
331, 34
342, 35
343, 35
357, 36
15, 36
378, 37
379, 37
405, 38
406, 38
408, 39
409, 39
420, 40
421, 40
418, 41
422, 41
0, 42
109, 43
192, 44
205, 45
260, 46
266, 47
