YLR291C,87.0,0.548290011854317
YJL085W,1.0,0.0009170368357138653
YLR227C,3.0,0.008322282449503327
YER106W,1.0,0.006737811839383544
YLR010C,1.0,3.9107580810735285e-29
YDR013W,1.0,0.0001810526503301956
YDR439W,1.0,0.006737811839383544
YFR008W,4.0,0.004788597728793075
YDR373W,2.0,0.006240099502021505
YGL068W,1.0,0.0010682606216629886
YMR077C,4.0,0.0001089311772330446
YGR024C,3.0,0.0075597563716596735
YNL204C,2.0,0.005276700636070453
YJL137C,3.0,0.004605935140270447
YKR010C,1.0,0.006737811839383544
YPR046W,2.0,6.00010748240418e-08
YMR001C,4.0,0.00689425111978942
YDR300C,2.0,4.3295199145493235e-32
YHR022C,3.0,0.004018864670581496
YCR060W,3.0,0.010944750358719524
YKR068C,5.0,0.0074127952182964285
YMR004W,4.0,0.05111465204839201
YBR166C,3.0,0.04907553574739178
YPL135W,5.0,0.00836903438863452
YLR257W,1.0,0.0008015527654916555
YBR244W,2.0,0.0075393646048752
YOL129W,2.0,0.0014914233389413379
YLR424W,10.0,0.028714831342821937
YER023W,3.0,0.04907553574739178
YNL024C,1.0,4.3295199145493235e-32
YDR284C,7.0,0.004199703252253786
YMR312W,1.0,4.3295199145493235e-32
YKL218C,2.0,4.3295199145493235e-32
YBR176W,2.0,4.3295199145493235e-32
YER081W,5.0,0.0067052447209685305
YPR110C,1.0,0.000725194052840394
YNL311C,3.0,0.012843259202710724
YOL034W,10.0,0.06147193491622781
YAR027W,26.0,0.01662119160027575
YPL218W,1.0,0.0034666091132706796
YAL032C,8.0,0.031986750900115095
YBR072W,3.0,0.022436607420003803
YLL057C,3.0,0.04907553574739178
YHR112C,6.0,0.0844595267450624
YCL066W,3.0,0.023268908764699545
YGL124C,3.0,0.004780388461517323
YJL189W,3.0,0.0011687451091244724
YDR480W,13.0,0.09773083824742639
YPL095C,1.0,0.0034666091132706796
YER087CA,5.0,0.004574648365553908
YLR177W,3.0,0.0011087342190679995
YOR265W,2.0,5.530647117414365e-29
YDL006W,2.0,5.530647117414365e-29
YPL020C,7.0,0.009704726932306037
YMR300C,2.0,4.3295199145493235e-32
YDL239C,11.0,0.08788889547722553
YMR289W,1.0,0.003922082230991083
YPR174C,6.0,0.005583928564119386
YEL051W,3.0,0.005433740536022091
YPL049C,28.0,0.16047138790724388
YDL144C,3.0,0.04907553574739178
YNL086W,4.0,0.011673840038043594
YGL208W,2.0,0.004803394676452305
YGL155W,1.0,0.0005509632074703354
YNR051C,1.0,4.3295199145493235e-32
YOR026W,2.0,5.530647117414365e-29
YNL001W,1.0,4.3295199145493235e-32
YGL238W,3.0,0.012640743918276251
YGR075C,2.0,0.0018843143716433608
YOR192CA,5.0,0.07212937283339138
YIL144W,5.0,0.019227230957738407
YIL105WA,1.0,0.013183293508819305
YJR011C,2.0,6.1487796355197905e-06
YLR120WA,1.0,9.205618255754855e-05
YGR268C,9.0,0.025832597859020454
YHR167W,5.0,0.015338104492674453
YNR012W,8.0,0.061603920513382426
YCL028W,15.0,0.12141783703676685
YEL053C,2.0,0.00031759119957417624
YJL061W,2.0,0.013408820435990215
YNR011C,1.0,0.00022758274098936957
YLR315W,2.0,0.00015586098261449662
YIR017C,1.0,0.013318325987599442
YDR240C,1.0,0.013318325987599442
YDR473C,6.0,0.03352631166040063
YPL018W,1.0,0.00100997803111376
YLR442C,3.0,0.004225605358956748
YLR175W,2.0,0.0004521046013524591
YLR015W,1.0,4.3295199145493235e-32
YER146W,4.0,0.00799409783256743
YHR076W,1.0,0.0008554857749442211
YNL094W,7.0,0.0070235756727393146
YCR083W,2.0,0.009372968361361271
YOR007C,4.0,0.012846125939279442
YNL138W,1.0,0.005594292989120112
YGL181W,9.0,0.016147885383854085
YKL191W,1.0,4.3295199145493235e-32
YDL057W,3.0,0.019989179700159385
YPL151C,1.0,0.002627780231506075
YIL152W,3.0,0.02582443615615444
YPL077C,7.0,0.02216796983205199
YNR034W,3.0,5.819399121459344e-05
YLR021W,2.0,0.009112932524083265
YML110C,4.0,0.01316432133646778
YGR061C,1.0,0.004513162180384242
YIL074C,6.0,0.07326186748554092
YDR142C,7.0,0.014782719126216256
YFR027W,1.0,0.0003720941289438778
YPR113W,9.0,0.027163093174371475
YGL187C,3.0,0.007957632327548082
YJR102C,5.0,0.001042235153938758
YBR107C,4.0,0.009045192425354037
YER182W,1.0,8.40349176859012e-05
YGR261C,6.0,0.03717146166289258
YBR077C,1.0,4.3295199145493235e-32
YGR082W,1.0,0.004976714213098286
YOR124C,4.0,0.002166285831622875
YNL107W,2.0,0.0063005697724031915
YIL084C,1.0,0.013318325987599442
YBL026W,2.0,0.006392567097812489
YMR052W,1.0,0.000393396503937552
YOR160W,5.0,0.027097499131532993
YBR252W,3.0,0.04907553574739178
YPL125W,8.0,0.012057073274059119
YPL268W,2.0,0.017831488167983685
YGL036W,1.0,0.0009170368357138653
YIR032C,2.0,4.3295199145493235e-32
YNL329C,2.0,6.124296030194387e-05
YAL034WA,1.0,4.3295199145493235e-32
YKL159C,2.0,0.0005547069032466133
YMR308C,8.0,0.049872435928688286
YCR086W,16.0,0.08201545083554336
YLR377C,5.0,0.06180380974196375
YML100W,1.0,9.456383305738206e-26
YOR229W,8.0,0.012767683274971646
YBR126C,4.0,1.8912766611476413e-25
YJR021C,1.0,0.004513162180384242
YDR100W,31.0,0.04216673550938077
YNR046W,2.0,0.005372045551734179
YBR261C,42.0,0.25066084098701996
YAL046C,3.0,0.008406847817394354
YMR071C,9.0,0.008488230941302058
YPL124W,2.0,4.3295199145493235e-32
YJR013W,2.0,0.002215828518603663
YDL190C,6.0,0.004667758567350308
YMR294W,3.0,0.0028485801466140766
YNL056W,2.0,1.4184574958607302e-25
YLR440C,1.0,3.9107580810735285e-29
YER128W,2.0,0.0005639997068509577
YLR026C,2.0,0.008898003785984026
YLR254C,1.0,6.65147431891797e-28
YGR177C,6.0,0.015071813677022372
YNL315C,6.0,0.015211904583616393
YJL104W,3.0,0.0054475971060843975
YMR024W,3.0,0.004953753516997737
YBR254C,1.0,0.0006089817725386883
YER101C,2.0,0.004165087307026738
YDR173C,2.0,5.530647117414365e-29
YIL039W,1.0,0.0012446504026811757
YGL044C,1.0,2.8585493404578304e-05
YMR021C,7.0,0.030541038862318896
YOL059W,3.0,0.0002038711236928277
YDR357C,2.0,0.013408820435990215
YHR193C,3.0,0.0034545746195240525
YNL249C,4.0,0.0010980508813101062
YDR045C,2.0,0.003378376883170237
YJR101W,1.0,0.013318325987599442
YLL049W,2.0,0.013552344285249932
YML041C,2.0,0.01595348250957717
YML071C,2.0,0.00022912908531173254
YOR158W,2.0,0.018295040200697728
YPL149W,4.0,0.007603507109197652
YOR284W,14.0,0.09991877529284587
YLR082C,3.0,0.00047835361534295334
YJL030W,4.0,0.019389905124262388
YLR409C,1.0,4.3295199145493235e-32
YBR080C,9.0,0.11340480076689083
YER184C,3.0,1.0762311523306323e-27
YHR129C,5.0,0.020744243909482856
YOR276W,1.0,4.3295199145493235e-32
YML035C,5.0,0.020636401112758485
YJL019W,14.0,0.00452262401544461
YPR108W,1.0,4.3295199145493235e-32
YDL108W,2.0,0.004287674234875338
YCR020CA,2.0,0.003935210663027391
YDR378C,2.0,0.0069403198204765456
